Open,High,Low,Adj Close,Volume,Date_Ordinal
-0.3095620433805959,-0.31317964696243905,-0.3089609355025788,-0.310788277464634,-0.07644942507472911,736667
-0.37108142209532935,-0.362956846426324,-0.3683374039981094,-0.3607161401127731,0.7601037240475804,735534
-0.18564330289530967,-0.1854648374887747,-0.18361883934060294,-0.17974265316017288,2.0764079165206875,737431
2.9602848057737123,2.910908162230556,2.8604015635785607,2.8012057924995992,-0.3850476843017118,738217
-0.3981611308561565,-0.3994512549504344,-0.3957362552533671,-0.39779215664917744,-0.7163200150404092,736221
-0.3597295334763499,-0.3632773726320656,-0.363619136955513,-0.36469886084425407,-0.004753038800297216,735305
3.8562756988887568,3.7651416318014785,3.771563169082427,3.6977961305307825,-0.3187338881433963,738105
-0.5291598073807079,-0.5281667799411112,-0.5295302462455763,-0.5288298075307554,-0.9974763573274573,734469
-0.5243118566554605,-0.5233508929516641,-0.524976080958813,-0.5241033351897254,-0.9562134072009211,734935
-0.30738605349743847,-0.3113971355184765,-0.30452166236944184,-0.30852501698064216,-0.21076399118605268,736443
-0.5308477902239872,-0.530817081384979,-0.532172482682221,-0.5318288382039977,-0.8975088636038352,734326
-0.07876438521662707,-0.07918695215384333,-0.1437062783672155,-0.11771469742368423,2.9267213391802134,737497
-0.29906614606128884,-0.30126500182657645,-0.2962339021178546,-0.3011753884787086,0.121609161435622,737368
-0.429160823774118,-0.42729896901594416,-0.42844418828586917,-0.4254392247476155,1.1917831624436863,735103
-0.33900974007310514,-0.3392135814995475,-0.337114719659724,-0.3360601092711564,0.11531875067575162,737138
-0.28654626931378446,-0.2918912413385414,-0.2872240440858122,-0.2918184247743151,0.3010288319728344,737389
-0.3065620738723982,-0.3021015432870388,-0.30109988822980643,-0.30172721012258524,-0.05441511693006946,736774
-0.40084111161673186,-0.4006786806928746,-0.4003642636634018,-0.40137499462810355,-0.3152169766731051,736023
-0.27900234199054397,-0.2731358437291241,-0.27666328352819486,-0.27268059837534175,0.8620548416187753,736486
2.6949674304694393,2.6898151803511188,2.7337465507986303,2.6907214825038124,-0.3463902509046901,737832
-0.3603615310527029,-0.36133069885855046,-0.36144461329381894,-0.36164384826511115,0.5209787627469391,737271
-0.5285598134790683,-0.5280495099657189,-0.5289640527234382,-0.5283499626230366,-0.980731712776325,734612
-0.5278798203905436,-0.527893149998529,-0.528627618891443,-0.5282060091507209,-1.0135955348996253,734620
-0.3316898064731841,-0.33160666909576175,-0.33059118560030626,-0.3336688821476911,0.5682104549013068,737125
-0.2708264290908285,-0.2705950177162843,-0.26578251695642763,-0.267218375838599,0.2682364917899873,737405
-0.5319677788403809,-0.5315285192356929,-0.5324514765916802,-0.5320287735822139,-1.0584861935041547,734501
2.8656856672828943,2.8067723693561337,2.897942754275724,2.8418728243718987,-0.5774591975162702,737830
-0.3715854129727472,-0.3728700644371607,-0.36854256299000065,-0.3699051700955877,-0.40805414683653324,736338
-0.1185639686921718,-0.11872256203979616,-0.13623089094005136,-0.12360878837478906,2.673389342214524,737509
-0.30196211262657635,-0.2983176242630463,-0.2977273318980809,-0.2931779733500623,0.9465107542640807,736521
-0.38161731100816026,-0.38083659694748473,-0.38027670218232673,-0.3778785929788481,-0.6109377643274668,735886
3.687757391715135,3.5990874209168524,3.556901689766336,3.4590332138934796,-0.4110814070147209,738133
-0.2863622831838264,-0.285636846559947,-0.2836381476760857,-0.2841328928408557,-0.1483245162002937,737068
-0.3701214238527874,-0.370039937304027,-0.3677712268873777,-0.3664982672520768,-0.24646922044236247,737312
-0.3009861265465354,-0.30322734286880404,-0.30863271557950633,-0.30306277844906915,2.6051240890818397,736992
-0.3579615434462667,-0.3603456232472561,-0.3547241546656906,-0.3576531341172091,-0.2621773768569252,737321
-0.39120920951574506,-0.38922530918721965,-0.3900414931162565,-0.390162630613864,2.4981692356789296,737216
-0.3999371168049689,-0.4027035461769823,-0.40102893793272754,-0.40390217780875576,-0.22093229721550225,735688
-0.5310957877033315,-0.5307310834030247,-0.5318360488502257,-0.5315889157501383,-0.9831084872963897,734736
-0.3886012320233259,-0.3906560067960059,-0.3863571405764521,-0.38956282048050794,-0.8227208834048079,735704
-0.4177209480494429,-0.4189337146802869,-0.42619582560375535,-0.4248314211978383,0.5673348011307567,735999
2.8692056515056428,2.963914183289914,2.9543569639090537,3.0199751713152865,0.005969252267663685,738084
-0.3735613928888134,-0.37347204640184245,-0.37105350407228344,-0.37244835610391236,-0.6710362057633876,735890
-0.26592248693468007,-0.2686639603944922,-0.26462552511104803,-0.2682500263953641,0.05504160438869808,737406
-0.4389607201676045,-0.4402533883886233,-0.43985011986367756,-0.4411861351359201,0.5346139428883627,735086
-0.4165609558396471,-0.4138520001106204,-0.4179080612493164,-0.4117156643855659,-0.15499020714754272,736018
0.788386837025912,0.7662747975287133,0.6594432946088348,0.6551955556623699,3.2284108688624067,737629
3.027204045604055,3.0030041750873737,3.0998441722516334,3.0826748779329205,-0.3014281103597074,738085
-0.37885732706074043,-0.3779048475626752,-0.3754025185728587,-0.3781345062642572,-0.48965078186371574,735634
-0.2904422257151379,-0.2937675413998236,-0.2893575105114481,-0.29133857186918116,0.7296881583847981,736522
-0.3998491176993951,-0.3999828710208815,-0.3967373469432815,-0.3976002146873824,-0.6963765536540019,736293
-0.38868922712894033,-0.3857228459221672,-0.3865540774537175,-0.3877554046614339,-0.19675353085725042,736095
-0.5267758316115269,-0.5266657242560888,-0.5272654721570238,-0.5269104278998803,-1.0178844513268095,734582
-0.44058470366137553,-0.4409491902426181,-0.44235285113988937,-0.44341741395681245,0.9705286862563132,735094
-0.5316077824993972,-0.5312079813029537,-0.532443270888461,-0.5321807244696581,-0.9008149033497898,734295
-0.3955851690383288,-0.396105155561571,-0.39750868304590453,-0.3976242109314759,0.7947009832268677,735275
-0.527551823724314,-0.5273693441084429,-0.5300307941419592,-0.5289977532484569,-0.7605494656957479,734108
-0.3260418718790025,-0.3280963800143515,-0.3226152379682043,-0.3273109371204173,-0.3292274370019074,736831
-0.5360957368836611,-0.5358206003350539,-0.5367922935947393,-0.5363313829214257,-0.6955545113387915,734186
-0.26670647496619637,-0.2690001304149512,-0.28496746339192425,-0.28690000247407493,2.2332571643598422,736877
