Date,High,Low,Volume
2010-11-22,-0.5280338739689999,-0.5297846230453774,-0.8458452911413769
2010-11-23,-0.5262904603348332,-0.5292184295232394,-0.8372495878018948
2010-11-24,-0.5260637383824079,-0.5274624090342891,-0.8645556890549686
2010-11-26,-0.5260402843873294,-0.5271177694990746,-1.056556181111922
2010-11-29,-0.5260793743791269,-0.5282829793562285,-0.9144858244614399
2010-11-30,-0.5265640902774154,-0.5282173337304734,-0.7220206997915417
2010-12-01,-0.5257119284562307,-0.5281845109175958,-0.8870367593274601
2010-12-02,-0.5273693441084429,-0.5300307941419592,-0.7605494656957479
2010-12-03,-0.528972033772139,-0.5303015823481992,-0.911894604120016
2010-12-06,-0.5295974736408983,-0.5313765294699397,-0.8914686396355506
2010-12-07,-0.5288547637967466,-0.5309744500121896,-0.8848744306287546
2010-12-08,-0.5287844018115111,-0.5297682116389386,-1.0012649001714702
2010-12-09,-0.5286045878492427,-0.5296615374970866,-1.0466559323591713
2010-12-10,-0.5284482278820529,-0.530088234064495,-1.0424742388426667
2010-12-13,-0.5293472976933945,-0.5306872503995107,-1.0458696310141875
2010-12-14,-0.5304261814670044,-0.5328535560494306,-0.803670946274064
2010-12-15,-0.5307545373981031,-0.5322217169015373,-0.9864502680125709
2010-12-16,-0.5300196455523108,-0.5313026781409652,-0.9780153990391083
2010-12-17,-0.5295271116556629,-0.5304328735997096,-0.9739230579481698
2010-12-20,-0.5290189417622959,-0.5299815599226428,-1.0256759828361945
2010-12-21,-0.5286280418443212,-0.5296123032777702,-0.9802313391931535
2010-12-22,-0.5284951358722099,-0.5296205089809896,-0.9702953494701764
2010-12-23,-0.5287922198098706,-0.5310811241540416,-0.8417529500504385
2010-12-27,-0.5318412391700724,-0.5350690959186668,0.5430845528320518
2010-12-28,-0.5332719328698595,-0.5351183301379832,-0.3943296142695433
2010-12-29,-0.5322868650765635,-0.5338874746550741,-0.526052960039443
2010-12-30,-0.5323728630585179,-0.5339859430937068,-0.7544556302721235
2010-12-31,-0.5328810329518849,-0.5338874746550741,-0.8658244934980107
2011-01-03,-0.5330764829108722,-0.5343798168482378,-0.8899317779158095
2011-01-04,-0.5331155729026698,-0.5342813484096051,-0.9070159616840938
2011-01-05,-0.5331546628944671,-0.5341418514548754,-0.8606777937853894
2011-01-06,-0.532294683074923,-0.533633097855273,-0.7508636627643566
2011-01-07,-0.5318412391700724,-0.532738676204359,-0.7174994670578849
2011-01-10,-0.5317630591864776,-0.5326155906560681,-0.8792630983031884
2011-01-11,-0.5317396051913992,-0.5335428351198597,-0.8135890655119279
2011-01-12,-0.5327637629764926,-0.5338710632486353,-0.9468671434866819
2011-01-13,-0.5330999369059507,-0.5341664685645335,-0.9898992716394316
2011-01-14,-0.5334048388419709,-0.5346177822416002,-0.9061939193688835
2011-01-18,-0.5341397306877632,-0.535323472718468,-0.8294044448371701
2011-01-19,-0.5342726366598746,-0.5361440430404073,-0.6954115474578855
2011-01-20,-0.5350700724925428,-0.5372764300846836,-0.711780911821639
2011-01-21,-0.535742420351459,-0.5369974361752242,-0.9017262980905665
2011-01-24,-0.534788624551601,-0.5365707396078159,-0.8252227513206654
2011-01-25,-0.534726080564725,-0.5359224890534837,-0.8919868837038353
2011-01-26,-0.5347338985630845,-0.5358568434277285,-0.9262267331808571
2011-01-27,-0.5345775385958947,-0.5355039981892946,-0.9591441667594971
2011-01-28,-0.5347338985630845,-0.5361440430404073,-0.9318559359915366
2011-01-31,-0.5353280664384059,-0.5363491856208922,-0.9708314640235745
2011-02-01,-0.5348511685384769,-0.5363163628080146,-0.992722808287328
2011-02-02,-0.535281158448249,-0.5362096886661625,-1.0174376891989778
2011-02-03,-0.5355000624023147,-0.5366363852335709,-1.027713218139107
2011-02-04,-0.535679876364583,-0.5365789453110351,-1.0219946629028611
2011-02-07,-0.5360004142973223,-0.5368579392204946,-0.9592513896701766
2011-02-08,-0.5344446326237833,-0.5367594707818618,-0.492867469184104
2011-02-09,-0.535281158448249,-0.5369317905494692,-0.6482155962737441
2011-02-10,-0.5357033303596616,-0.5369153791430302,-0.9697949758870049
2011-02-11,-0.5356173323777071,-0.5368087050011783,-1.0058218738753535
2011-02-14,-0.535312430441687,-0.5367184422657648,-0.8899139074306962
2011-02-15,-0.5360707762825576,-0.5371205217235151,-0.9487792853938015
2011-02-16,-0.5346635365778492,-0.5367020308593261,-0.38382176902294163
2011-02-17,-0.5342570006631555,-0.5363081571047952,-0.6512893197132263
2011-02-18,-0.5358206003350539,-0.5367922935947393,-0.6955545113387915
2011-02-22,-0.5362036822546691,-0.5377605665746279,-0.7502560662705055
2011-02-23,-0.5365945821726437,-0.5383103486903271,-0.8322815929404064
2011-02-24,-0.5365320381857678,-0.5379903262647708,-0.9306228725187211
2011-02-25,-0.5355391523941122,-0.537013847581663,-0.8786197608391108
2011-02-28,-0.535343702435125,-0.5363491856208922,-0.931355562408365
2011-03-01,-0.535171706471216,-0.5361850715565043,-0.921491054625841
2011-03-02,-0.535202978464654,-0.5361604544468461,-1.0006751741627322
2011-03-03,-0.53480426054832,-0.5358896662406061,-1.0048032562238973
2011-03-04,-0.5346479005811302,-0.5361194259307491,-0.8368385666442897
2011-03-07,-0.5343273626483909,-0.535364501234565,-0.7557959166556186
2011-03-08,-0.5346713545762086,-0.5359389004599224,-0.869041180818399
2011-03-09,-0.5346479005811302,-0.5357173464729988,-0.953943855591536
2011-03-10,-0.5350388004991048,-0.5361604544468461,-0.9374672683171028
2011-03-11,-0.5352264324597326,-0.536324568511234,-0.95287162648474
2011-03-14,-0.5354218824187198,-0.536595356717474,-0.9108402454983332
2011-03-15,-0.536234954248107,-0.537744155168189,-0.8835341442452594
2011-03-16,-0.5360082322956817,-0.537013847581663,-0.9101790375491423
2011-03-17,-0.5358675083252109,-0.53705487609776,-0.954337006264028
2011-03-18,-0.5360551402858387,-0.5371615502396121,-0.9962790348248683
2011-03-21,-0.5361645922628715,-0.5371369331299539,-1.045637314707715
2011-03-22,-0.5363131342317019,-0.5375800411038012,-1.0150430441937999
2011-03-23,-0.536774396134912,-0.5377687722778471,-1.0436536908601421
2011-03-24,-0.5366883981529575,-0.53759645251024,-1.0366127197255146
2011-03-25,-0.5362036822546691,-0.5372518129750254,-1.017705746475677
2011-03-28,-0.5357815103432565,-0.5371287274267346,-0.9301224989355495
2011-03-29,-0.5354218824187198,-0.5365871510142546,-0.9842164573734123
2011-03-30,-0.5350388004991048,-0.5367512650786425,-0.9006004575284305
2011-03-31,-0.5317396051913992,-0.5338874746550741,0.9390766324569612
2011-04-01,-0.5321539591044522,-0.5338300347325384,-0.6072564443941335
2011-04-04,-0.5330764829108722,-0.5349295989639371,-0.6529155338585337
2011-04-05,-0.5330764829108722,-0.534552136615845,-0.5507678409510929
2011-04-06,-0.5330686649125128,-0.5344618738804318,-0.8889846422048062
2011-04-07,-0.53234159106508,-0.5339285031711711,-0.6169958587808647
2011-04-08,-0.5326074030093026,-0.5340023545001457,-0.7713789796743884
2011-04-11,-0.5334439288337683,-0.5351019187315444,-0.8744916787779458
2011-04-12,-0.5344759046172213,-0.5356927293633407,-0.876636136991538
2011-04-13,-0.5341006406959656,-0.5352742384991517,-0.9027091747717962
2011-04-14,-0.5344211786287049,-0.5357747863955347,-0.9434717513151609
2011-04-15,-0.5337175587763506,-0.534781896305988,-0.9506020748753549
2011-04-18,-0.5341553666844822,-0.5356434951440244,-0.9344471563329605
2011-04-19,-0.5344368146254239,-0.5354055297506619,-1.0211547501025375
2011-04-20,-0.5337879207615861,-0.5348721590414014,-0.969598400550759
2011-04-21,-0.5330921189075912,-0.534634193648039,-0.87150730776403
2011-04-25,-0.5332875688665785,-0.5343223769257021,-0.9760853866468753
2011-04-26,-0.5328810329518849,-0.5340433830162427,-0.8690233103332857
2011-04-27,-0.5327950349699305,-0.5337808005132221,-0.9410592358248697
2011-04-28,-0.5325370410240672,-0.5337069491842475,-0.8332823401067494
2011-04-29,-0.5323963170535964,-0.5331325499588899,-0.9894703799967132
2011-05-02,-0.5324510430421129,-0.5334279552747881,-0.978998275720338
2011-05-03,-0.532771580974852,-0.5338874746550741,-0.9558917384688823
2011-05-04,-0.5330764829108722,-0.5345029023965286,-0.932552884910954
2011-05-05,-0.5327324909830545,-0.5341582628613141,-0.9014582408138674
2011-05-06,-0.5325292230257078,-0.5337890062164414,-0.9437755495620864
2011-05-09,-0.532294683074923,-0.5336002750423954,-0.9554449763410505
2011-05-10,-0.5315519732307713,-0.5327304705011398,-0.8448445439750338
2011-05-11,-0.5320601431241383,-0.5335428351198597,-0.9472066827038339
2011-05-12,-0.5324979510322698,-0.5337643891067833,-1.006983455407716
2011-05-13,-0.5321461411060927,-0.5332310183975226,-1.000996842894771
2011-05-16,-0.5323025010732825,-0.5338464461389771,-0.9841628459180725
2011-05-17,-0.5330764829108722,-0.5345275195061868,-0.8986525746510843
2011-05-18,-0.5334908368239253,-0.5346916335705747,-0.9888449130177488
2011-05-19,-0.5319506911471055,-0.5338054176228803,-0.6447308516766569
2011-05-20,-0.5320757791208572,-0.5331899898814257,-0.9686512648397557
2011-05-23,-0.5325917670125837,-0.5337890062164414,-0.9648805924808561
2011-05-24,-0.5326855829928976,-0.5338054176228803,-1.0095389347789132
2011-05-25,-0.5315050652406144,-0.5341582628613141,-0.28053036506825163
2011-05-26,-0.5309187153636524,-0.5325745621399712,-0.5228898841743945
2011-05-27,-0.5309890773488879,-0.5319837515081749,-0.8177171475730928
2011-05-31,-0.5305121794489588,-0.5313847351731592,-0.5311817892669509
2011-06-01,-0.5306529034194296,-0.5323448024498283,-0.8458095501711503
2011-06-02,-0.5312627072914701,-0.5322381283079761,-0.9429535072468761
2011-06-03,-0.5295583836491008,-0.5314257636892561,-0.00959594026599289
2011-06-06,-0.5306294494243512,-0.532443270888461,-0.7026312234436458
2011-06-07,-0.5312079813029537,-0.532443270888461,-0.9008149033497898
2011-06-08,-0.5318256031733535,-0.5334607780876657,-0.8161445448831252
2011-06-09,-0.5322165030913281,-0.5333951324619106,-0.8327104845831248
2011-06-10,-0.5320601431241383,-0.5331899898814257,-0.8392510821345809
2011-06-13,-0.5316066992192877,-0.5327550876107979,-0.8130172099883033
2011-06-14,-0.5309656233538094,-0.5322299226047567,-0.8380358891468787
2011-06-15,-0.5319428731487459,-0.5334197495715688,-0.8788520771455832
2011-06-16,-0.532294683074923,-0.5345111080997481,-0.7900000251624139
2011-06-17,-0.5325292230257078,-0.5341828799709722,-0.8129099870776236
2011-06-20,-0.5334986548222848,-0.5347080449770135,-0.8443977818472022
2011-06-21,-0.5325057690306293,-0.5342977598160439,-0.8518676446245482
2011-06-22,-0.5320992331159357,-0.5333951324619106,-0.8555132235876549
2011-06-23,-0.5325135870289888,-0.5341254400484367,-0.9101254260938025
2011-06-24,-0.5323181370700015,-0.5332638412104003,-0.47435364660675816
2011-06-27,-0.5320757791208572,-0.5332228126943034,-0.7958615442795658
2011-06-28,-0.5320992331159357,-0.5329274073784052,-0.9603057482918596
2011-06-29,-0.5314425212537384,-0.5325991792496294,-0.857979350533286
2011-06-30,-0.5312548892931106,-0.5323283910433894,-0.9500302193517303
2011-07-01,-0.5310438033374043,-0.5320001629146137,-0.9664353246857105
2011-07-05,-0.5311063473242803,-0.5320740142435882,-0.941220070190889
2011-07-06,-0.5314034312619409,-0.5322053054950985,-0.9535685754041574
2011-07-07,-0.5307310834030247,-0.5318278431470065,-0.881907930099952
2011-07-08,-0.530817081384979,-0.532172482682221,-0.8975088636038352
2011-07-11,-0.53188032916187,-0.5326566191721652,-0.9448299081837692
2011-07-12,-0.5314425212537384,-0.5326566191721652,-0.9323920505449347
2011-07-13,-0.5314894292438953,-0.532738676204359,-0.9287107306116014
2011-07-14,-0.5315441552324118,-0.5332720469136197,-0.912091179456262
2011-07-15,-0.5324275890470344,-0.5331489613653287,-0.9925083624659687
2011-07-18,-0.5327246729846951,-0.5337808005132221,-0.9669714392391086
2011-07-19,-0.5322086850929686,-0.5330340815202572,-0.9358410541717954
2011-07-20,-0.530387091475207,-0.532820733236553,-0.5744641042112865
2011-07-21,-0.531387795265222,-0.5325745621399712,-0.9384501449983326
2011-07-22,-0.5310907113275612,-0.5322053054950985,-1.0149358212831203
2011-07-25,-0.5313174332799866,-0.5322955682305119,-0.9988881256514055
2011-07-26,-0.5316926972012421,-0.5326812362818234,-0.9832871921475224
2011-07-27,-0.5319037831569484,-0.5330586986299154,-0.9479215021083647
2011-07-28,-0.531864693165151,-0.5330340815202572,-0.9514598581607918
2011-07-29,-0.5319819631405434,-0.5330669043331349,-0.9497621620750313
2011-08-01,-0.5315285192356929,-0.5324842994045579,-0.9110368208345792
2011-08-02,-0.531356523271784,-0.5332556355071808,-0.8423248055740631
2011-08-03,-0.5324275890470344,-0.5340187659065845,-0.7985242465614427
2011-08-04,-0.5331624808928267,-0.5353891183442232,-0.5715690856229371
2011-08-05,-0.5343429986451099,-0.5368989677365915,-0.7681622923540001
2011-08-08,-0.5350778904909022,-0.5366774137496679,-0.6530584977394399
2011-08-09,-0.5342882726565935,-0.5361850715565043,-0.8809250534187223
2011-08-10,-0.534296090654953,-0.53624251147904,-0.8396799737772994
2011-08-11,-0.5340537327058087,-0.5359389004599224,-0.9697234939465519
2011-08-12,-0.5329670309338393,-0.534822924822085,-0.938879036641051
2011-08-15,-0.5332719328698595,-0.5343551997385796,-0.9872186988724414
2011-08-16,-0.5334361108354089,-0.5344372567707735,-1.023120503464997
2011-08-17,-0.5333501128534544,-0.534699839273794,-1.0041777892449328
2011-08-18,-0.5345228126073782,-0.5363738027305504,-0.9303905562122486
2011-08-19,-0.5352498864548111,-0.5375800411038012,-0.873437320156263
2011-08-22,-0.5355782423859097,-0.5378426236068217,-0.9429892482171026
2011-08-23,-0.5361176842727146,-0.5379903262647708,-0.9639155862847397
2011-08-24,-0.5354766084072363,-0.5368989677365915,-0.996922372288946
2011-08-25,-0.5355235163973933,-0.5368415278140557,-0.997726544119043
2011-08-26,-0.5354609724105174,-0.5375226011812655,-0.9830727463261631
2011-08-29,-0.534757352558163,-0.5359224890534837,-0.9756386245190436
2011-08-30,-0.5348198965450389,-0.5358650491309479,-1.053768385434252
2011-08-31,-0.534249182664796,-0.5357091407697795,-0.9719930455559369
2011-09-01,-0.5347417165614441,-0.5360701917114328,-0.9676505176734127
2011-09-02,-0.5354297004170793,-0.5370220532848824,-0.9816252370319885
2011-09-06,-0.5360473222874792,-0.5373420757104388,-0.9744949134717944
2011-09-07,-0.5354218824187198,-0.5365297110917188,-1.0371488342789126
2011-09-08,-0.5353984284236413,-0.5365297110917188,-1.028839058701243
2011-09-09,-0.535758056348178,-0.5371287274267346,-0.9996029450559362
2011-09-12,-0.5359613243055248,-0.5372107844589284,-1.0179559332672625
2011-09-13,-0.535343702435125,-0.5369646133623466,-0.9893810275711468
2011-09-14,-0.5347651705565225,-0.5361112202275298,-0.9707421115980082
2011-09-15,-0.5346948085712872,-0.5356681122536825,-1.0186707526717933
2011-09-16,-0.5339833707205732,-0.5355368210021723,-0.8659674573789169
2011-09-19,-0.5340068247156518,-0.5360866031178716,-0.9123771072180743
2011-09-20,-0.5333892028452519,-0.5345685480222838,-0.9082668956420226
2011-09-21,-0.5331155729026698,-0.5345439309126256,-0.9427211909404036
2011-09-22,-0.5337722847648669,-0.5352167985766159,-0.9805708784103057
2011-09-23,-0.5333735668485329,-0.5348311305253044,-0.912555812069207
2011-09-26,-0.5334517468321278,-0.5352003871701771,-0.9521568070802092
2011-09-27,-0.5330843009092318,-0.5346506050544777,-0.9986736798300463
2011-09-28,-0.5334673828288468,-0.5355204095957335,-0.9899528830947714
2011-09-29,-0.5339990067172924,-0.5363081571047952,-0.9530860723060992
2011-09-30,-0.534726080564725,-0.5363573913241115,-0.8804425503206641
2011-10-03,-0.5346400825827706,-0.5365543282013769,-0.9363592982400801
2011-10-04,-0.535171706471216,-0.5368169107043975,-0.9047106691044823
2011-10-05,-0.5339833707205732,-0.5364722711691832,-0.899492487451408
2011-10-06,-0.5326074030093026,-0.5351019187315444,-0.8030633497802129
2011-10-07,-0.5326074030093026,-0.5342567312999468,-0.8848208191734147
2011-10-10,-0.5321539591044522,-0.5334771894941045,-0.9541761718980085
2011-10-11,-0.5324744970371913,-0.53340333816513,-1.0163297191219551
2011-10-12,-0.532294683074923,-0.5333130754297166,-0.9184530721565854
2011-10-13,-0.5319272371520269,-0.5331161385524512,-0.9327315897620867
2011-10-14,-0.531864693165151,-0.5332638412104003,-0.8689339579077193
2011-10-17,-0.532294683074923,-0.5332638412104003,-0.9843772917394318
2011-10-18,-0.5319585091454648,-0.5337151548874668,-0.9405588622416982
2011-10-19,-0.5322477750847661,-0.5332310183975226,-0.9775150254559367
2011-10-20,-0.5327090369879761,-0.5334771894941045,-0.9405588622416982
2011-10-21,-0.5320601431241383,-0.5334689837908851,-0.915021939014838
2011-10-24,-0.5315988812209282,-0.53286176175265,-0.9511203189436397
2011-10-25,-0.5316223352160068,-0.532820733236553,-1.002265647337813
2011-10-26,-0.5320054171356218,-0.5331489613653287,-1.027981275415806
2011-10-27,-0.5315519732307713,-0.5325663564367519,-0.9638441043442866
2011-10-28,-0.5307310834030247,-0.5326484134689458,-0.8933271700873304
2011-10-31,-0.5311141653226398,-0.5320411914307106,-0.9165588007345791
2011-11-01,-0.5315754272258498,-0.5326566191721652,-1.0056967804795607
2011-11-02,-0.531309615281627,-0.5324514765916802,-0.9627897457226038
2011-11-03,-0.5287844018115111,-0.5314011465795979,-0.6707145370313489
2011-11-04,-0.5288547637967466,-0.5305969876640974,-0.5772161589187298
2011-11-07,-0.5291674837311262,-0.530400050786832,-0.8929161489297253
2011-11-08,-0.5291674837311262,-0.5304246678964901,-0.9105007062811811
2011-11-09,-0.5295662016474603,-0.5307693074317047,-0.9487792853938015
2011-11-10,-0.5295583836491008,-0.5304821078190259,-0.985663966667587
2011-11-11,-0.5272129841412532,-0.530547753444781,-0.4279261262824875
2011-11-14,-0.5279635119837645,-0.5288655842848053,-0.882301080772444
2011-11-15,-0.5272911641248481,-0.5287753215493921,-0.9599840795598207
2011-11-16,-0.5268220842232786,-0.5282255394336927,-0.791608368822608
2011-11-17,-0.5269002642068735,-0.5283978592013,-0.8780836462857127
2011-11-18,-0.5275178860772733,-0.5289312299105605,-0.957875362316455
2011-11-21,-0.5288234918033086,-0.5301538796902502,-0.9348581774905657
2011-11-22,-0.5285498618607264,-0.5301538796902502,-0.9882909279792375
2011-11-23,-0.5291283937393287,-0.5299897656258623,-1.0384712501772946
2011-11-25,-0.5288469457983871,-0.5301292625805919,-1.0763924195876495
2011-11-28,-0.5281667799411112,-0.5295302462455763,-0.9974763573274573
2011-11-29,-0.5283309579066605,-0.5296779489035254,-1.013577664414512
2011-11-30,-0.5284404098836935,-0.5291938124135812,-0.9833408036028621
2011-12-01,-0.5276117020575873,-0.5293907492908466,-0.9351083642821514
2011-12-02,-0.527846242008372,-0.5290461097556322,-0.9757458474297233
2011-12-05,-0.5268220842232786,-0.5282009223240345,-0.911894604120016
2011-12-06,-0.5268377202199975,-0.5277085801308709,-0.9491188246109536
2011-12-07,-0.526908082205233,-0.527897311304917,-0.9987094208002728
2011-12-08,-0.5294411136737084,-0.5313355009538429,-0.528447605044621
2011-12-09,-0.5298554675867615,-0.5307857188381434,-0.8977054389400811
2011-12-12,-0.5302463675047361,-0.5309990671218477,-0.9836267313646745
2011-12-13,-0.5300040095555918,-0.5319099001792003,-0.9415596094080412
2011-12-14,-0.5309812593505283,-0.5326566191721652,-0.9112155256857118
2011-12-15,-0.5313799772668625,-0.5325581507335324,-0.9940630946708231
2011-12-16,-0.5315676092274902,-0.5326730305786039,-0.9351977167077177
2011-12-19,-0.5319037831569484,-0.5331735784749869,-0.9428284138510833
2011-12-20,-0.5319428731487459,-0.5328863788623082,-0.9685083009588495
2011-12-21,-0.5322399570864066,-0.5342731427063857,-0.8144289783122515
2011-12-22,-0.5322555930831255,-0.5332310183975226,-0.9388254251857112
2011-12-23,-0.532294683074923,-0.533050492926696,-1.013524052959172
2011-12-27,-0.5316926972012421,-0.5329520244880633,-0.98026708016338
2011-12-28,-0.531325251278346,-0.5326237963592876,-1.0164190715475216
2011-12-29,-0.5312470712947511,-0.5322053054950985,-1.0319663935960648
2011-12-30,-0.5315285192356929,-0.5324514765916802,-1.0584861935041547
