Date,Close
2011-02-18,4.636
2011-02-22,4.374
2011-02-23,4.366
2011-02-24,4.506
2011-02-25,4.722
2011-02-28,4.778
2011-03-01,4.788
2011-03-02,4.804
2011-03-03,4.872
2011-03-04,4.99
2011-03-07,4.988
2011-03-08,4.932
2011-03-09,4.944
2011-03-10,4.802
2011-03-11,4.814
2011-03-14,4.65
2011-03-15,4.59
2011-03-16,4.564
2011-03-17,4.562
2011-03-18,4.592
2011-03-21,4.546
2011-03-22,4.438
2011-03-23,4.442
2011-03-24,4.466
2011-03-25,4.55
2011-03-28,4.65
2011-03-29,4.784
2011-03-30,4.742
2011-03-31,5.55
2011-04-01,5.332
2011-04-04,5.166
2011-04-05,5.34
2011-04-06,5.298
2011-04-07,5.448
2011-04-08,5.298
2011-04-11,5.054
2011-04-12,4.93
2011-04-13,4.986
2011-04-14,5.028
2011-04-15,5.116
2011-04-18,5.006
2011-04-19,5.032
2011-04-20,5.15
2011-04-21,5.348
2011-04-25,5.278
2011-04-26,5.386
2011-04-27,5.416
2011-04-28,5.532
2011-04-29,5.52
2011-05-02,5.49
2011-05-03,5.374
2011-05-04,5.338
2011-05-05,5.288
2011-05-06,5.424
2011-05-09,5.582
2011-05-10,5.666
2011-05-11,5.414
2011-05-12,5.534
2011-05-13,5.51
2011-05-16,5.32
2011-05-17,5.192
2011-05-18,5.27
2011-05-19,5.64
2011-05-20,5.594
2011-05-23,5.364
2011-05-24,5.344
2011-05-25,5.796
2011-05-26,5.896
2011-05-27,5.91
2011-05-31,6.028
2011-06-01,5.704
2011-06-02,5.752
2011-06-03,6.026
2011-06-06,5.74
2011-06-07,5.674
2011-06-08,5.424
2011-06-09,5.524
2011-06-10,5.572
2011-06-13,5.686
2011-06-14,5.72
2011-06-15,5.464
2011-06-16,5.3
2011-06-17,5.3
2011-06-20,5.202
2011-06-21,5.506
2011-06-22,5.442
2011-06-23,5.542
2011-06-24,5.514
2011-06-27,5.492
2011-06-28,5.622
2011-06-29,5.658
2011-06-30,5.826
2011-07-01,5.804
2011-07-05,5.828
2011-07-06,5.792
2011-07-07,5.946
2011-07-08,5.762
2011-07-11,5.67
2011-07-12,5.634
2011-07-13,5.728
2011-07-14,5.522
2011-07-15,5.516
2011-07-18,5.446
2011-07-19,5.578
2011-07-20,5.738
2011-07-21,5.74
2011-07-22,5.858
2011-07-25,5.698
2011-07-26,5.6
2011-07-27,5.528
2011-07-28,5.634
2011-07-29,5.634
2011-08-01,5.754
2011-08-02,5.468
2011-08-03,5.44
2011-08-04,4.95
2011-08-05,4.848
2011-08-08,4.728
2011-08-09,5.012
2011-08-10,4.764
2011-08-11,5.06
2011-08-12,5.262
2011-08-15,5.246
2011-08-16,5.22
2011-08-17,5.166
2011-08-18,4.852
2011-08-19,4.46
2011-08-22,4.39
2011-08-23,4.592
2011-08-24,4.774
2011-08-25,4.622
2011-08-26,4.746
2011-08-29,4.942
2011-08-30,4.926
2011-08-31,4.948
2011-09-01,4.8
2011-09-02,4.614
2011-09-06,4.588
2011-09-07,4.768
2011-09-08,4.722
2011-09-09,4.594
2011-09-12,4.576
2011-09-13,4.816
2011-09-14,4.868
2011-09-15,4.964
2011-09-16,5.16
2011-09-19,5.154
2011-09-20,5.202
2011-09-21,5.17
2011-09-22,5.126
2011-09-23,5.276
2011-09-26,5.104
2011-09-27,5.238
2011-09-28,4.918
2011-09-29,4.824
2011-09-30,4.878
2011-10-03,4.746
2011-10-04,4.732
2011-10-05,5.074
2011-10-06,5.392
2011-10-07,5.398
2011-10-10,5.576
2011-10-11,5.522
2011-10-12,5.56
2011-10-13,5.588
2011-10-14,5.61
2011-10-17,5.484
2011-10-18,5.668
2011-10-19,5.514
2011-10-20,5.468
2011-10-21,5.606
2011-10-24,5.71
2011-10-25,5.65
2011-10-26,5.596
2011-10-27,5.752
2011-10-28,5.974
2011-10-31,5.874
2011-11-01,5.776
2011-11-02,5.742
2011-11-03,6.492
2011-11-04,6.462
2011-11-07,6.254
2011-11-08,6.368
2011-11-09,6.176
2011-11-10,6.266
2011-11-11,6.728
2011-11-14,6.644
2011-11-15,6.786
2011-11-16,6.988
2011-11-17,6.736
2011-11-18,6.52
2011-11-21,6.352
2011-11-22,6.414
2011-11-23,6.29
2011-11-25,6.332
2011-11-28,6.512
2011-11-29,6.35
2011-11-30,6.548
2011-12-01,6.52
2011-12-02,6.66
2011-12-05,6.884
2011-12-06,6.974
2011-12-07,6.838
2011-12-08,6.178
2011-12-09,6.208
2011-12-12,6.082
2011-12-13,5.89
2011-12-14,5.706
2011-12-15,5.724
2011-12-16,5.6
2011-12-19,5.55
2011-12-20,5.58
2011-12-21,5.514
2011-12-22,5.554
2011-12-23,5.58
2011-12-27,5.714
2011-12-28,5.702
2011-12-29,5.746
2011-12-30,5.712
2012-01-03,5.616
2012-01-04,5.542
2012-01-05,5.424
2012-01-06,5.382
2012-01-09,5.45
2012-01-10,5.524
2012-01-11,5.646
2012-01-12,5.65
2012-01-13,4.558
2012-01-17,5.32
2012-01-18,5.362
2012-01-19,5.352
2012-01-20,5.32
2012-01-23,5.354
2012-01-24,5.484
2012-01-25,5.594
2012-01-26,5.788
2012-01-27,5.866
2012-01-30,5.914
2012-01-31,5.814
2012-02-01,5.916
2012-02-02,6.05
2012-02-03,6.23
2012-02-06,6.36
2012-02-07,6.32
2012-02-08,6.386
2012-02-09,6.516
2012-02-10,6.22
2012-02-13,6.298
2012-02-14,6.634
2012-02-15,6.72
2012-02-16,6.836
2012-02-17,6.994
2012-02-21,6.9
2012-02-22,6.844
2012-02-23,6.906
2012-02-24,6.75
2012-02-27,6.724
2012-02-28,6.762
2012-02-29,6.682
2012-03-01,6.882
2012-03-02,6.808
2012-03-05,6.754
2012-03-06,6.622
2012-03-07,6.624
2012-03-08,6.614
2012-03-09,6.948
2012-03-12,7.202
2012-03-13,7.218
2012-03-14,7.058
2012-03-15,7.0
2012-03-16,7.064
2012-03-19,6.996
2012-03-20,6.992
2012-03-21,7.03
2012-03-22,6.88
2012-03-23,6.816
2012-03-26,7.48
2012-03-27,7.588
2012-03-28,7.57
2012-03-29,7.466
2012-03-30,7.448
2012-04-02,7.316
2012-04-03,7.602
2012-04-04,7.0
2012-04-05,6.896
2012-04-09,6.63
2012-04-10,6.492
2012-04-11,6.618
2012-04-12,6.688
2012-04-13,6.718
2012-04-16,6.45
2012-04-17,6.448
2012-04-18,6.532
2012-04-19,6.632
2012-04-20,6.632
2012-04-23,6.388
2012-04-24,6.364
2012-04-25,6.582
2012-04-26,6.698
2012-04-27,6.668
2012-04-30,6.626
2012-05-01,6.756
2012-05-02,6.788
2012-05-03,6.492
2012-05-04,6.366
2012-05-07,6.494
2012-05-08,6.038
2012-05-09,6.012
2012-05-10,6.592
2012-05-11,6.45
2012-05-14,6.012
2012-05-15,5.886
2012-05-16,5.836
2012-05-17,5.714
2012-05-18,5.512
2012-05-21,5.754
2012-05-22,6.16
2012-05-23,6.204
2012-05-24,6.056
2012-05-25,5.962
2012-05-29,6.338
2012-05-30,6.082
2012-05-31,5.9
2012-06-01,5.63
2012-06-04,5.576
2012-06-05,5.582
2012-06-06,5.844
2012-06-07,5.786
2012-06-08,6.016
2012-06-11,5.824
2012-06-12,5.932
2012-06-13,5.954
2012-06-14,5.878
2012-06-15,5.982
2012-06-18,6.368
2012-06-19,6.418
2012-06-20,6.756
2012-06-21,6.438
2012-06-22,6.758
2012-06-25,6.622
2012-06-26,6.322
2012-06-27,6.392
2012-06-28,6.282
2012-06-29,6.258
2012-07-02,6.08
2012-07-03,6.132
2012-07-05,6.246
2012-07-06,6.198
2012-07-09,6.298
2012-07-10,6.254
2012-07-11,6.302
2012-07-12,6.54
2012-07-13,6.85
2012-07-16,7.192
2012-07-17,6.67
2012-07-18,6.43
2012-07-19,6.454
2012-07-20,6.358
2012-07-23,6.132
2012-07-24,5.968
2012-07-25,5.79
2012-07-26,5.626
2012-07-27,5.902
2012-07-30,5.47
2012-07-31,5.484
2012-08-01,5.25
2012-08-02,5.22
2012-08-03,5.454
2012-08-06,5.654
2012-08-07,6.05
2012-08-08,5.818
2012-08-09,5.882
2012-08-10,5.988
2012-08-13,6.234
2012-08-14,5.884
2012-08-15,5.88
2012-08-16,6.06
2012-08-17,6.002
2012-08-20,5.902
2012-08-21,5.822
2012-08-22,5.99
2012-08-23,6.146
2012-08-24,5.9
2012-08-27,5.664
2012-08-28,5.738
2012-08-29,5.682
2012-08-30,5.682
2012-08-31,5.704
2012-09-04,5.628
2012-09-05,5.588
2012-09-06,5.71
2012-09-07,5.87
2012-09-10,5.474
2012-09-11,5.56
2012-09-12,5.656
2012-09-13,5.896
2012-09-14,6.078
2012-09-17,6.508
2012-09-18,6.268
2012-09-19,6.21
2012-09-20,6.18
2012-09-21,6.004
2012-09-24,6.132
2012-09-25,5.532
2012-09-26,5.508
2012-09-27,5.698
2012-09-28,5.856
2012-10-01,5.832
2012-10-02,5.96
2012-10-03,5.86
2012-10-04,5.88
2012-10-05,5.778
2012-10-08,5.85
2012-10-09,5.674
2012-10-10,5.68
2012-10-11,5.664
2012-10-12,5.528
2012-10-15,5.466
2012-10-16,5.612
2012-10-17,5.764
2012-10-18,5.608
2012-10-19,5.548
2012-10-22,5.57
2012-10-23,5.678
2012-10-24,5.484
2012-10-25,5.504
2012-10-26,5.476
2012-10-31,5.626
2012-11-01,5.85
2012-11-02,5.784
2012-11-05,6.3
2012-11-06,6.23
2012-11-07,6.308
2012-11-08,6.262
2012-11-09,6.064
2012-11-12,6.214
2012-11-13,6.322
2012-11-14,6.276
2012-11-15,6.164
2012-11-16,6.368
2012-11-19,6.584
2012-11-20,6.6
2012-11-21,6.494
2012-11-23,6.426
2012-11-26,6.454
2012-11-27,6.43
2012-11-28,6.646
2012-11-29,6.738
2012-11-30,6.764
2012-12-03,6.924
2012-12-04,6.78
2012-12-05,6.742
2012-12-06,6.78
2012-12-07,6.834
2012-12-10,6.914
2012-12-11,7.056
2012-12-12,7.052
2012-12-13,6.722
2012-12-14,6.762
2012-12-17,6.88
2012-12-18,6.918
2012-12-19,6.922
2012-12-20,6.886
2012-12-21,6.8
2012-12-24,6.856
2012-12-26,6.718
2012-12-27,6.738
2012-12-28,6.644
2012-12-31,6.774
2013-01-02,7.072
2013-01-03,6.954
2013-01-04,6.88
2013-01-07,6.868
2013-01-08,6.736
2013-01-09,6.728
2013-01-10,6.706
2013-01-11,6.582
2013-01-14,6.652
2013-01-15,6.78
2013-01-16,6.82
2013-01-17,6.876
2013-01-18,6.904
2013-01-22,7.038
2013-01-23,7.2
2013-01-24,7.398
2013-01-25,7.396
2013-01-28,7.606
2013-01-29,7.59
2013-01-30,7.504
2013-01-31,7.502
2013-02-01,7.66
2013-02-04,7.548
2013-02-05,7.626
2013-02-06,7.834
2013-02-07,7.896
2013-02-08,7.848
2013-02-11,7.684
2013-02-12,7.578
2013-02-13,7.69
2013-02-14,7.654
2013-02-15,7.408
2013-02-19,7.856
2013-02-20,7.708
2013-02-21,7.032
2013-02-22,7.222
2013-02-25,6.876
2013-02-26,6.886
2013-02-27,7.02
2013-02-28,6.966
2013-03-01,6.93
2013-03-04,7.116
2013-03-05,7.33
2013-03-06,7.538
2013-03-07,7.646
2013-03-08,7.694
2013-03-11,7.82
2013-03-12,7.824
2013-03-13,7.796
2013-03-14,7.37
2013-03-15,7.058
2013-03-18,7.03
2013-03-19,7.016
2013-03-20,7.19
2013-03-21,7.202
2013-03-22,7.324
2013-03-25,7.506
2013-03-26,7.572
2013-03-27,7.632
2013-03-28,7.578
2013-04-01,8.786
2013-04-02,8.868
2013-04-03,8.22
2013-04-04,8.402
2013-04-05,8.274
2013-04-08,8.366
2013-04-09,8.1
2013-04-10,8.372
2013-04-11,8.718
2013-04-12,8.75
2013-04-15,8.66
2013-04-16,9.118
2013-04-17,9.09
2013-04-18,9.394
2013-04-19,9.566
2013-04-22,10.038
2013-04-23,10.202
2013-04-24,10.086
2013-04-25,10.4
2013-04-26,10.24
2013-04-29,10.988
2013-04-30,10.798
2013-05-01,10.656
2013-05-02,10.822
2013-05-03,10.91
2013-05-06,11.9
2013-05-07,11.102
2013-05-08,11.158
2013-05-09,13.88
2013-05-10,15.352
2013-05-13,17.559999
2013-05-14,16.648001
2013-05-15,16.968
2013-05-16,18.450001
2013-05-17,18.299999
2013-05-20,17.988001
2013-05-21,17.518
2013-05-22,17.448
2013-05-23,18.546
2013-05-24,19.416
2013-05-28,22.066
2013-05-29,20.926001
2013-05-30,20.99
2013-05-31,19.552
2013-06-03,18.518
2013-06-04,18.968
2013-06-05,19.073999
2013-06-06,19.469999
2013-06-07,20.408001
2013-06-10,20.01
2013-06-11,18.893999
2013-06-12,19.546
2013-06-13,19.636
2013-06-14,20.059999
2013-06-17,20.440001
2013-06-18,20.677999
2013-06-19,20.936001
2013-06-20,20.129999
2013-06-21,19.91
2013-06-24,20.298
2013-06-25,20.48
2013-06-26,21.143999
2013-06-27,21.85
2013-06-28,21.472
2013-07-01,23.436001
2013-07-02,23.563999
2013-07-03,23.048
2013-07-05,24.018
2013-07-08,24.322001
2013-07-09,24.690001
2013-07-10,24.454
2013-07-11,25.122
2013-07-12,25.98
2013-07-15,25.452
2013-07-16,21.809999
2013-07-17,24.049999
2013-07-18,23.806
2013-07-19,23.936001
2013-07-22,24.486
2013-07-23,24.548
2013-07-24,24.34
2013-07-25,24.813999
2013-07-26,25.878
2013-07-29,26.924
2013-07-30,26.348
2013-07-31,26.856001
2013-08-01,27.110001
2013-08-02,27.6
2013-08-05,28.936001
2013-08-06,28.43
2013-08-07,26.846001
2013-08-08,30.695999
2013-08-09,30.6
2013-08-12,29.476
2013-08-13,29.086
2013-08-14,27.872
2013-08-15,27.934
2013-08-16,28.4
2013-08-19,28.98
2013-08-20,29.916
2013-08-21,29.572001
2013-08-22,31.42
2013-08-23,32.368
2013-08-26,32.844002
2013-08-27,33.402
2013-08-28,33.290001
2013-08-29,33.212002
2013-08-30,33.799999
2013-09-03,33.787998
2013-09-04,34.124001
2013-09-05,33.986
2013-09-06,33.394001
2013-09-09,32.139999
2013-09-10,33.273998
2013-09-11,32.703999
2013-09-12,32.986
2013-09-13,33.108002
2013-09-16,33.316002
2013-09-17,33.245998
2013-09-18,33.243999
2013-09-19,35.584
2013-09-20,36.678001
2013-09-23,36.222
2013-09-24,36.466
2013-09-25,37.048
2013-09-26,37.728001
2013-09-27,38.18
2013-09-30,38.674
2013-10-01,38.599998
2013-10-02,36.189999
2013-10-03,34.661999
2013-10-04,36.195999
2013-10-07,36.613998
2013-10-08,34.945999
2013-10-09,33.756001
2013-10-10,34.585999
2013-10-11,35.740002
2013-10-14,35.944
2013-10-15,36.787998
2013-10-16,36.712002
2013-10-17,36.560001
2013-10-18,36.68
2013-10-21,34.52
2013-10-22,34.307999
2013-10-23,32.900002
2013-10-24,34.630001
2013-10-25,33.931999
2013-10-28,32.571999
2013-10-29,32.894001
2013-10-30,31.844
2013-10-31,31.988001
2013-11-01,32.433998
2013-11-04,35.040001
2013-11-05,35.362
2013-11-06,30.232
2013-11-07,27.954
2013-11-08,27.59
2013-11-11,28.940001
2013-11-12,27.559999
2013-11-13,27.74
2013-11-14,27.52
2013-11-15,27.09
2013-11-18,24.316
2013-11-19,25.218
2013-11-20,24.222
2013-11-21,24.42
2013-11-22,24.275999
2013-11-25,24.167999
2013-11-26,24.1
2013-11-27,25.388
2013-11-29,25.455999
2013-12-02,24.834
2013-12-03,28.940001
2013-12-04,27.790001
2013-12-05,28.096001
2013-12-06,27.472
2013-12-09,28.32
2013-12-10,28.438
2013-12-11,27.93
2013-12-12,29.493999
2013-12-13,29.530001
2013-12-16,29.587999
2013-12-17,30.492001
2013-12-18,29.596001
2013-12-19,28.143999
2013-12-20,28.648001
2013-12-23,28.709999
2013-12-24,30.282
2013-12-26,31.1
2013-12-27,30.224001
2013-12-30,30.488001
2013-12-31,30.086
2014-01-02,30.02
2014-01-03,29.912001
2014-01-06,29.4
2014-01-07,29.872
2014-01-08,30.256001
2014-01-09,29.506001
2014-01-10,29.143999
2014-01-13,27.868
2014-01-14,32.254002
2014-01-15,32.826
2014-01-16,34.194
2014-01-17,34.001999
2014-01-21,35.335999
2014-01-22,35.712002
2014-01-23,36.299999
2014-01-24,34.919998
2014-01-27,33.924
2014-01-28,35.675999
2014-01-29,35.046001
2014-01-30,36.568001
2014-01-31,36.282001
2014-02-03,35.422001
2014-02-04,35.745998
2014-02-05,34.883999
2014-02-06,35.675999
2014-02-07,37.306
2014-02-10,39.312
2014-02-11,39.324001
2014-02-12,39.063999
2014-02-13,39.925999
2014-02-14,39.646
2014-02-18,40.740002
2014-02-19,38.728001
2014-02-20,41.993999
2014-02-21,41.919998
2014-02-24,43.529999
2014-02-25,49.599998
2014-02-26,50.599998
2014-02-27,50.507999
2014-02-28,48.962002
2014-03-03,50.112
2014-03-04,50.967999
2014-03-05,50.532001
2014-03-06,50.588001
2014-03-07,49.242001
2014-03-10,47.768002
2014-03-11,46.882
2014-03-12,48.298
2014-03-13,47.557999
2014-03-14,46.194
2014-03-17,46.796001
2014-03-18,48.007999
2014-03-19,47.167999
2014-03-20,46.981998
2014-03-21,45.778
2014-03-24,44.034
2014-03-25,44.088001
2014-03-26,42.591999
2014-03-27,41.464001
2014-03-28,42.473999
2014-03-31,41.689999
2014-04-01,43.394001
2014-04-02,46.057999
2014-04-03,45.080002
2014-04-04,42.445999
2014-04-07,41.504002
2014-04-08,43.091999
2014-04-09,43.386002
2014-04-10,40.838001
2014-04-11,40.756001
2014-04-14,39.618
2014-04-15,38.782001
2014-04-16,39.821999
2014-04-17,39.624001
2014-04-21,40.875999
2014-04-22,43.728001
2014-04-23,41.598
2014-04-24,41.571999
2014-04-25,39.970001
2014-04-28,39.702
2014-04-29,41.383999
2014-04-30,41.577999
2014-05-01,41.546001
2014-05-02,42.181999
2014-05-05,43.321999
2014-05-06,41.456001
2014-05-07,40.27
2014-05-08,35.717999
2014-05-09,36.452
2014-05-12,36.933998
2014-05-13,38.032001
2014-05-14,38.124001
2014-05-15,37.717999
2014-05-16,38.312
2014-05-19,39.217999
2014-05-20,39.060001
2014-05-21,39.889999
2014-05-22,40.976002
2014-05-23,41.459999
2014-05-27,42.312
2014-05-28,42.048
2014-05-29,42.048
2014-05-30,41.554001
2014-06-02,40.939999
2014-06-03,40.987999
2014-06-04,40.798
2014-06-05,41.380001
2014-06-06,41.633999
2014-06-09,41.062
2014-06-10,40.459999
2014-06-11,40.894001
2014-06-12,40.703999
2014-06-13,41.284
2014-06-16,44.922001
2014-06-17,46.334
2014-06-18,45.424
2014-06-19,45.557999
2014-06-20,45.917999
2014-06-23,47.444
2014-06-24,46.5
2014-06-25,47.377998
2014-06-26,47.119999
2014-06-27,47.812
2014-06-30,48.012001
2014-07-01,47.944
2014-07-02,45.886002
2014-07-03,45.849998
2014-07-07,44.532001
2014-07-08,43.813999
2014-07-09,44.612
2014-07-10,43.891998
2014-07-11,43.625999
2014-07-14,45.34
2014-07-15,43.916
2014-07-16,43.431999
2014-07-17,43.080002
2014-07-18,44.004002
2014-07-21,44.108002
2014-07-22,43.916
2014-07-23,44.498001
2014-07-24,44.708
2014-07-25,44.714001
2014-07-28,44.964001
2014-07-29,45.001999
2014-07-30,45.784
2014-07-31,44.66
2014-08-01,46.653999
2014-08-04,47.703999
2014-08-05,47.698002
2014-08-06,49.785999
2014-08-07,50.478001
2014-08-08,49.625999
2014-08-11,51.863998
2014-08-12,51.992001
2014-08-13,52.062
2014-08-14,52.276001
2014-08-15,52.402
2014-08-18,51.987999
2014-08-19,51.352001
2014-08-20,51.141998
2014-08-21,50.868
2014-08-22,51.355999
2014-08-25,52.509998
2014-08-26,52.348
2014-08-27,52.650002
2014-08-28,52.771999
2014-08-29,53.939999
2014-09-02,56.824001
2014-09-03,56.237999
2014-09-04,57.208
2014-09-05,55.478001
2014-09-08,56.422001
2014-09-09,55.695999
2014-09-10,56.220001
2014-09-11,56.062
2014-09-12,55.84
2014-09-15,50.771999
2014-09-16,52.147999
2014-09-17,52.276001
2014-09-18,52.764
2014-09-19,51.863998
2014-09-22,50.006001
2014-09-23,50.082001
2014-09-24,50.428001
2014-09-25,49.389999
2014-09-26,49.32
2014-09-29,49.051998
2014-09-30,48.535999
2014-10-01,48.048
2014-10-02,50.284
2014-10-03,51.042
2014-10-06,52.124001
2014-10-07,51.914001
2014-10-08,51.855999
2014-10-09,51.402
2014-10-10,47.382
2014-10-13,44.917999
2014-10-14,45.411999
2014-10-15,45.939999
2014-10-16,45.27
2014-10-17,45.495998
2014-10-20,46.094002
2014-10-21,47.068001
2014-10-22,46.220001
2014-10-23,47.057999
2014-10-24,47.048
2014-10-27,44.334
2014-10-28,48.554001
2014-10-29,47.619999
2014-10-30,47.731998
2014-10-31,48.34
2014-11-03,48.518002
2014-11-04,47.785999
2014-11-05,46.194
2014-11-06,48.243999
2014-11-07,48.040001
2014-11-10,48.386002
2014-11-11,50.216
2014-11-12,49.82
2014-11-13,50.34
2014-11-14,51.736
2014-11-17,50.796001
2014-11-18,51.540001
2014-11-19,49.548
2014-11-20,49.742001
2014-11-21,48.556
2014-11-24,49.344002
2014-11-25,49.618
2014-11-26,49.688
2014-11-28,48.903999
2014-12-01,46.327999
2014-12-02,46.285999
2014-12-03,45.860001
2014-12-04,45.655998
2014-12-05,44.742001
2014-12-08,42.872002
2014-12-09,43.377998
2014-12-10,41.967999
2014-12-11,41.776001
2014-12-12,41.400002
2014-12-15,40.807999
2014-12-16,39.562
2014-12-17,41.164001
2014-12-18,43.652
2014-12-19,43.858002
2014-12-22,44.52
2014-12-23,44.194
2014-12-24,44.452
2014-12-26,45.563999
2014-12-29,45.141998
2014-12-30,44.445999
2014-12-31,44.481998
2015-01-02,43.862
2015-01-05,42.018002
2015-01-06,42.256001
2015-01-07,42.189999
2015-01-08,42.124001
2015-01-09,41.332001
2015-01-12,40.442001
2015-01-13,40.849998
2015-01-14,38.537998
2015-01-15,38.374001
2015-01-16,38.613998
2015-01-20,38.386002
2015-01-21,39.313999
2015-01-22,40.324001
2015-01-23,40.257999
2015-01-26,41.310001
2015-01-27,41.195999
2015-01-28,39.874001
2015-01-29,41.040001
2015-01-30,40.720001
2015-02-02,42.188
2015-02-03,43.672001
2015-02-04,43.709999
2015-02-05,44.198002
2015-02-06,43.472
2015-02-09,43.495998
2015-02-10,43.257999
2015-02-11,42.560001
2015-02-12,40.576
2015-02-13,40.754002
2015-02-17,40.869999
2015-02-18,40.891998
2015-02-19,42.341999
2015-02-20,43.422001
2015-02-23,41.467999
2015-02-24,40.821999
2015-02-25,40.751999
2015-02-26,41.438
2015-02-27,40.667999
2015-03-02,39.466
2015-03-03,39.911999
2015-03-04,40.487999
2015-03-05,40.125999
2015-03-06,38.776001
2015-03-09,38.175999
2015-03-10,38.063999
2015-03-11,38.748001
2015-03-12,38.214001
2015-03-13,37.736
2015-03-16,39.139999
2015-03-17,38.945999
2015-03-18,40.141998
2015-03-19,39.130001
2015-03-20,39.616001
2015-03-23,39.925999
2015-03-24,40.344002
2015-03-25,38.860001
2015-03-26,38.082001
2015-03-27,37.0
2015-03-30,38.113998
2015-03-31,37.754002
2015-04-01,37.518002
2015-04-02,38.200001
2015-04-06,40.619999
2015-04-07,40.650002
2015-04-08,41.534
2015-04-09,42.018002
2015-04-10,42.18
2015-04-13,41.956001
2015-04-14,41.492001
2015-04-15,41.566002
2015-04-16,41.34
2015-04-17,41.358002
2015-04-20,41.054001
2015-04-21,41.882
2015-04-22,43.888
2015-04-23,43.720001
2015-04-24,43.686001
2015-04-27,46.310001
2015-04-28,46.096001
2015-04-29,46.490002
2015-04-30,45.209999
2015-05-01,45.206001
2015-05-04,46.102001
2015-05-05,46.59
2015-05-06,46.085999
2015-05-07,47.360001
2015-05-08,47.321999
2015-05-11,47.897999
2015-05-12,48.948002
2015-05-13,48.636002
2015-05-14,48.82
2015-05-15,49.768002
2015-05-18,49.75
2015-05-19,49.428001
2015-05-20,48.869999
2015-05-21,49.124001
2015-05-22,49.546001
2015-05-26,49.492001
2015-05-27,49.486
2015-05-28,50.290001
2015-05-29,50.16
2015-06-01,49.889999
